Symbol,Conclusion,Price,Market Cap (Cr),Score (%),market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s)
AAATECH.NS,,91.45,123.4786688,38.0952381,1234786688,91.45,2.74,0.146110237,,,0.1612,0.13456,0.63351,,,,,,,254555000,0.20908536,35103000,0.145007885,0.693534376,33.37591,2.284296481,3.7944484,28.919,0.16,1.56,636656,71.51,0,"[42443000.0, 105737000.0, 69374000.0, 43726000.0, 35718000.0]","[8149000.0, 9976000.0, 5535000.0, 11499000.0, 8093000.0]","[0.64, 0.43, 0.9, 0.63]","[1.491270645336098, -0.3439004322044318, -0.3697062299997117, -0.18314046562685815]","[0.2241992882562278, -0.445168404170008, 1.0775067750677505, -0.29619966953648147]","[-0.328125, 1.0930232558139537, -0.30000000000000004]","[0.0, 0.0, 0.0]",[],[],5,5,3,0,0,3,3,0,0,0,0,5,3,0,0,0,0,0,5,5,3
NECCLTD.NS,,20.06,201.9930624,38.0952381,2019930624,20.06,0.83,0.093627419,,,0.06811,0.02611,0.11334,48.165,2.894537211,,,,,3287247000,0.094922359,102525000,0.340371054,3.585783779,24.168674,2.581367105,0.8954158,14.716,0.017,,57449,54.19,0,"[690998000.0, 880971000.0, 810518000.0, 819416000.0, 776342000.0]","[17803000.0, 17601000.0, 19443000.0, 28730000.0, 36741000.0]","[0.18, 0.2, 0.29, 0.38]","[0.27492554247624446, -0.07997198545695605, 0.01097816458116907, -0.05256670604430469]","[-0.011346402291748547, 0.10465314470768705, 0.47765262562361777, 0.2788374521406196]","[0.11111111111111116, 0.44999999999999973, 0.3103448275862071]","[0.48165193943430445, 0.4398845375694341, 0.5317682093119654]",[],"[1.9800554694510155, 1.7265031852692208, 2.5668187919463086, 3.114446430448954, 3.670743466125349]",5,5,0,0,0,0,0,0,3,0,0,0,5,0,3,0,5,3,3,5,3
SUMIT.NS,,86.68,412.9080576,38.0952381,4129080576,86.68,2.95,,,,0.14728,0.08798,0.32453,33.567,2.279040105,,,,,1382029000,0.316142145,114434000,,,29.38305,,2.4443755,17.396,2.014,,82162,58.31,0.01,"[422665000.0, 302942000.0, 298118000.0, 457163000.0, 323806000.0]","[34291000.0, 47054000.0, 28739000.0, 22512000.0, 16130000.0]","[0.76, 0.69, 0.74, 0.53]","[-0.28325742609395144, -0.0159238402070363, 0.5334968032792384, -0.2917055842226952]","[0.3721967863287743, -0.389233646448761, -0.21667420578308227, -0.2834932480454868]","[-0.0921052631578948, 0.07246376811594213, -0.28378378378378377]","[0.40412768773199625, 1.0065779145859108, 1.5710155184275572]",[],"[3.597188415876012, 2.776963172252533, 3.017175069806649, 1.7766212203454772, 1.674238262948722]",5,5,0,0,0,3,3,0,3,0,0,5,0,0,0,0,3,0,3,5,5
ANKITMETAL.NS,,1.9,28.7865408,37.14285714,287865408,1.9,-18.2,0.14279051,,,-0.51785,-0.31393,0.012510001,,-1306.911258,,,,,7575032000,0.482173683,-987473000,0.142086993,0.294680109,,,-0.02597509,-4.854,0.022,,24566,71.02,0,[],[],[],[],[],[],[],[],[],5,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,5,5,0,5,3
ATLANTAA.NS,,52.76,451.9040512,37.14285714,4519040512,52.76,3.38,,,,-0.22791,0.41011003,0.7553,148.212,8.766867417,,,,,680898000,-0.337308628,425717000,,,15.609467,,2.0528383,17.137,0.852,,2311372,74.67,0,"[145423000.0, 376232000.0, 16198000.0, 134325000.0, 154143000.0]","[-17103000.0, 217622000.0, 92136000.0, -16953000.0, 132900000.0]","[-0.21, 1.13, -0.21, 1.63]","[1.5871560894769052, -0.9569467775202535, 7.292690455611805, 0.14753768844221105]","[-13.72420043267263, -0.5766236869434156, -1.1839997395154989, -8.839320474252345]","[-6.3809523809523805, -1.1858407079646018, -8.761904761904763]","[1.4937767423243795, 1.3000993973376627, 1.568772628725085]",[],"[0.4529546758462421, 32.67190160832545, -7.111347733495589, 19.533098518595256]",5,5,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,5,5,3
DGCONTENT.NS,,34.06,205.818688,37.14285714,2058186880,34.06,3.66,0.049113729,,,0.00335,0.04741,0.50364,406.184,3.235645933,,,,,4421600000,0.109055826,243100000,0.049166189,0.450835051,9.306011,1.894788111,7.245267,5.126,-0.163,,45314,66.81,0,"[1104500000.0, 1138300000.0, 1094800000.0, 1145800000.0, 1042700000.0]","[-23300000.0, 62200000.0, 65900000.0, 108100000.0, 6900000.0]","[-0.4, 1.13, 1.86, 0.12]","[0.030602082390221774, -0.03821488184134236, 0.04658385093167694, -0.08998079944143833]","[-3.6695278969957084, 0.059485530546623755, 0.6403641881638846, -0.9361702127659575]","[-3.8249999999999997, 0.6460176991150446, -0.935483870967742]","[4.064811424386671, 10.078643578643579, 136.48695652173913]",[],"[0.2876712328767123, 3.5118110236220472, 3.5126262626262625, 4.6013824884792625, 1.4837310195227766]",5,5,0,0,0,0,0,0,5,0,0,3,0,0,5,3,0,5,0,5,3
RADIOCITY.NS,,8.15,282.4110336,37.14285714,2824110336,8.15,-1.11,0.829652855,,,-0.12441,-0.17212,0.56464,25.316,-2.744904751,,,,,2344811000,0.116595722,-338370000,0.810552257,6.951818176,,,0.5660115,21.547,-0.121,,76057,74.05,0,"[493245000.0, 546705000.0, 653814000.0, 548287000.0, 596005000.0]","[-21742000.0, -380254000.0, 36019000.0, -19924000.0, 25788000.0]","[-0.06, 0.1, -0.06, 0.07]","[0.10838427150807406, 0.1959173594534529, -0.16140217248330568, 0.08703106219917678]","[16.48937540244688, -1.0947235269056999, -1.5531525028457203, -2.2943184099578398]","[-2.666666666666667, -1.6, -2.166666666666667]","[0.253157141114971, 0.23175911069739966, 0.20016359338185963]",[],"[0.2876004967644944, -18.563463866005545, 3.073019197207679, 0.3107834230204766, 2.5916398713826365]",5,5,5,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,3,5,3
ROML.NS,,50.33,79.021536,37.14285714,790215360,50.33,3.27,0.013309546,,,0.04709,0.03859,0.16615,,3.943715216,,,,,1144556000,-0.011661754,26968000,0.012415131,-1.064602356,15.391438,11.56420963,-30.745268,14.066,2.838,,172891,75,0,"[335970000.0, 322091000.0, 305468000.0, 304869000.0, 212128000.0]","[14065000.0, 12837000.0, 11246000.0, 10801000.0, -7915000.0]","[0.94, 0.75, 0.72, -0.53]","[-0.04131023603297912, -0.051609638269929925, -0.001960925530661184, -0.3041995086414164]","[-0.0873089228581585, -0.12393861494118563, -0.03956962475546866, -1.732802518285344]","[-0.202127659574468, -0.040000000000000036, -1.7361111111111112]","[-12.947637972712746, -6.424873750281123, -6.018379442824874]",[],"[7.045615589016829, 7.734902763561924, 5.707990115321252, 5.545268332650553, -1.8344444444444445]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,3,5,5,3
IMPEXFERRO.NS,,1.84,16.1794144,36.19047619,161794144,1.84,-0.84,-0.251797985,,-0.02633,53.44669,0,1,,-4415.1875,0.032,0.009,29296750,,2079000,-0.911355776,-70659000,-0.250198417,0.274534296,,,-0.051329263,-919.124,-1.118,,12203,69.11,0,"[0.0, 0.0, 0.0, 0.0, 2079000.0]","[-18664000.0, -18140000.0, -18280000.0, -18416000.0, -15822000.0]","[-0.22, -0.21, -0.21, -0.18]",[inf],"[-0.028075439348478337, 0.007717750826901959, 0.007439824945295381, -0.1408557775847089]","[-0.045454545454545525, 0.0, -0.1428571428571429]","[-0.8492352517367087, -0.8591544910840778, -0.8686922020468458]",[],"[-2072.777777777778, -386.9574468085106, -1405.1538461538462, -1415.6153846153845, -438.5]",5,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,5,3
LASA.NS,,10.52,54.9026112,36.19047619,549026112,10.52,-6.62,0.406604655,,,-0.096190006,-0.24235001,0.27023,2.541,-6.199190313,,,,,1424481000,0.012771672,-147573000,0.404078087,31.63862012,,,0.6301288,5.157,0.219,,35933,53.65,0,"[200118000.0, 391377000.0, 330799000.0, 393949000.0, 308355000.0]","[-211192000.0, -142911000.0, 54939000.0, -32285000.0, -27316000.0]","[-4.22, 1.1, -0.64, -0.55]","[0.9557311186400024, -0.1547817066409114, 0.19090142352304573, -0.21727177883431614]","[-0.3233124360771241, -1.3844280706173773, -1.5876517592238666, -0.15391048474523772]","[-1.2606635071090047, -1.5818181818181818, -0.140625]","[0.025414121770375796, 0.22309135523754303, 0.2283517263279625]",[],"[-865.8692307692307, -0.05801305293691081, -1.1378083763625932]",5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,3
MALUPAPER.NS,,37.6,64.6639872,36.19047619,646639872,37.6,-9.57,0.253489786,,,-0.06513,-0.05184,0.27121,,-0.549947072,,,,,2778882000,0.094622452,-121317000,0.246612784,2.606281909,,,-11.210494,-33.842,-0.424,,32176,69.8,0,"[943334000.0, 930378000.0, 626232000.0, 646956000.0, 575307000.0]","[-61516000.0, -28186000.0, -36734000.0, -36713000.0, -19684000.0]","[-3.61, -2.51, -2.15, -1.15]","[-0.013734265912179522, -0.3269058382721861, 0.033093166749702974, -0.11074787157086419]","[-0.541810260745172, 0.3032711275101114, -0.0005716774650187384, -0.46384114618799877]","[-0.3047091412742383, -0.14342629482071712, -0.4651162790697675]","[-25.26190226510067, 144.02660406885758, 19.330969858338605]",[],"[-2.423145189918353, -0.3583272333789504, -0.8364592213697073, -0.8260253542132737, -0.15840722631971493]",5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,3
MANAKSIA.NS,,68.4,448.2528768,36.19047619,4482528768,68.4,8.23,-0.326306571,,,0.04975,0.067490004,0.21043,4.348,9.486372599,,,,,7310483000,-0.146069159,559768000,-0.326301338,2.233882506,8.311058,,0.7814285,2.925,0.369,,35609,74.93,0,"[1733889000.0, 2685446000.0, 1878969000.0, 1694690000.0, 1051261000.0]","[150043000.0, 115053000.0, 127987000.0, 146349000.0, 170379000.0]","[2.29, 1.95, 2.23, 2.6]","[0.5487992599295572, -0.30031398881228666, -0.09807452916998627, -0.3796735686172692]","[-0.23319981605273155, 0.11241775529538556, 0.14346769593786868, 0.1641965438779902]","[-0.14847161572052403, 0.14358974358974352, 0.1659192825112108]","[0.04523290772417619, 0.0739505899786992, 0.13488061253024683]",[],"[32.53715870930063, 44.79287771667976, 4.789070344036228, 7.497592295345104, 13.320475831150961]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5,0,5,3
MEDICO.NS,,48,407.516544,36.19047619,4075165440,48,1.25,0.281279701,,,0.053779997,0.06523,0.27066,23.531,16.80489232,,,,,1486625000,0.078977534,100932000,0.280072065,3.546224492,38.4,1.365189166,6.3761954,28.738,0.122,,368939,62.59,-1.2,"[382515000.0, 390251000.0, 394899000.0, 393494000.0, 307981000.0]","[18183000.0, 43408000.0, 26197000.0, 15539000.0, 15789000.0]","[0.22, 0.19, 0.19, 0.19]","[0.020224043501561928, 0.011910283381721065, -0.003557871759614528, -0.21731716366704446]","[1.3872848264862783, -0.39649373387394027, -0.4068404779173188, 0.016088551386833183]","[-0.13636363636363635, 0.0, 0.0]","[0.23531069059964238, 0.205569257210183, 0.15372086406764063]",[],"[9.659551760939168, 31.007898894154817, 13.664373642288197, 11.067516525023608, 13.324079320113315]",5,5,5,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,5,5,0
NAGAFERT.NS,,4.95,300.2034176,36.19047619,3002034176,4.95,-0.58,,,,-6.90401,0,0,,189.7115098,,,,,7031498000,-0.360772343,24248714000,,,,,-0.31910777,-5.218,0.427,,321877,52.01,0,"[0.0, -1688606000.0, 0.0, 9303000.0, 8710801000.0]","[-62579000.0, -107485000.0, -26269000.0, -149524000.0, 24531993000.0]","[-0.1, -0.04, -0.25, 41.02]","[-inf, -1.0, inf, 935.3432226163603]","[0.7175889675450231, -0.7556031074103363, 4.69203243366706, -165.06726010540115]","[-0.6000000000000001, 5.25, -165.08]","[-0.020748415942957104, -0.02082399335027909, -0.972825519661416]",[],"[-3.8813572542901715, -1.3080164359182391, -4.7286227154047, -29.366374833061286, 44.031510751556134]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,5,5,3
NIBL.NS,,28.95,73.7530112,36.19047619,737530112,28.95,8.9,,,,-0.19118999,0.31794,0.55301,,2.603972895,,,,,631898000,-0.024782746,186379000,,,3.2528093,,-0.7988632,-32.063,0.606,,29538,72.48,-0.25,"[185478000.0, 155550000.0, 168528000.0, 163624000.0, 144195000.0]","[-50888000.0, 395066000.0, -54730000.0, -73667000.0, -80293000.0]","[-2.1, -2.26, -3.04, -3.31]","[-0.16135606379193224, 0.08343297974927677, -0.029099022120953166, -0.11874174937661952]","[-8.763441282817167, -1.1385338146031296, 0.3460076740361775, 0.08994529436518395]","[0.07619047619047614, 0.34513274336283195, 0.08881578947368429]","[-2.0657953464087515, -2.0979387123261377, -1.2518349119635277]",[],"[-0.7487282816938627, 17.41591154709452, -0.9012150382013395, -1.4676503598072226, -1.6898470560794376]",5,5,0,0,0,0,5,0,3,0,0,0,0,0,5,0,5,5,0,5,0
NKIND.NS,,69.6,43.8531776,36.19047619,438531776,69.6,-7.21,0.325107935,,,-0.26580998,-0.27616,1,,-9087,,,,,134882000,-0.08647428,-35526000,0.325465853,-3.763730135,,,-0.12013504,-14.562,-0.768,,4095,73.28,0,"[37787000.0, 16356000.0, 37384000.0, 39080000.0, 42062000.0]","[-6933000.0, -26618000.0, -4261000.0, -5547000.0, 900000.0]","[-1.15, -1.42, 0.15]","[-0.5671527244819647, 1.285644411836635, 0.04536700192595755, 0.07630501535312173]","[2.839319198038367, -0.8399203546472311, 0.3018070875381367, -1.1622498647917794]","[0.23478260869565215, -1.1056338028169015]","[-0.0022119692817793198, -0.0]",[],"[-861.7, -384.5074626865672, -89.69642857142857, -1163.5, 282.8]",5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,3
PNC.NS,,29.85,43.7199168,36.19047619,437199168,29.85,-0.49,0.421036936,,,0.02379,-0.01986,0.07807,3.075,-15.63549161,,,,,336042000,-0.090764124,-9527000,0.410773961,-4.525730445,,,0.5960344,-37.245,0.53,,5002,59.71,0,"[211942000.0, 77894000.0, 30293000.0, 190506000.0, 288698000.0]","[6175000.0, -4260000.0, -3544000.0, 3748000.0, 11053000.0]","[0.43, -0.24, 0.26]","[-0.6324749223844259, -0.6110996995917529, 5.28877958604298, 0.5154273356219752]","[-1.6898785425101215, -0.16807511737089198, -2.0575620767494356, 1.9490394877267878]","[-1.558139534883721, -2.0833333333333335]","[0.030751601603438504, 0.015136592958351224]",[],"[22.4375, -32.7909604519774, -21.81132075471698, 17.24778761061947, 47.935344827586206]",5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,3
ROLLT.NS,,1.22,31.0120544,36.19047619,310120544,1.22,-0.03,-0.721094956,,,10.29862,0,0,,-0.87099343,,,,,0,-1,-16674000,-0.711133423,0.711133423,,,-5.169492,-91.858,0.992,,153471,50.96,0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-3225000.0, 514000.0, -1841000.0, -4740000.0, -9550000.0]","[-0.01, -0.01, -0.02, -0.04]",[],"[-1.1593798449612402, -4.581712062256809, 1.574687669744704, 1.0147679324894514]","[0.0, 1.0, 1.0]","[-0.0, -4.091363846713238, -1.8897578071873202]",[],"[-31.056603773584907, 2.3447831687419494, -0.8862704918032787, -0.8270133622246298, -0.3352660300136426]",5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3
SAKHTISUG.NS,,19.95,242.8782336,36.19047619,2428782336,19.95,1.77,,,,0.06589,0.025050001,0.40418997,394.574,1.446030601,,,,,9143705000,0.28426734,799712000,,,11.271187,,1.1943964,17.943,0.014,,182445,59.83,0,"[3024241000.0, 3076624000.0, 1397384000.0, 733805000.0, 3935892000.0]","[-11008000.0, 740955000.0, -230420000.0, -289793000.0, 578970000.0]","[-0.09, -1.94, -2.44, 4.87]","[0.01732104022133152, -0.5458060523482883, -0.47487233287342634, 4.36367563589782]","[-68.31059229651163, -1.3109770498883198, 0.2576729450568527, -2.997874344790937]","[20.555555555555557, 0.25773195876288657, -2.9959016393442623]","[3.945736816537754, 5.7260684271641615, 6.551127850787753]",[],"[0.9251514351361044, 3.8818073371637385, -0.6969985673857967, -1.067873400511148, 3.4567927132210876]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,5,5,3
SPLIL.NS,,37.2,110.0528512,36.19047619,1100528512,37.2,2.8,-0.225310928,,,-0.13855,0.0715,0.15602,,8.737857698,,,,,1322608000,-0.111854323,97915000,-0.225602337,2.016929978,13.285715,,0.5180626,111.02,0.28,,6537,74.97,6.04,"[166371000.0, 235586000.0, 267392000.0, 394885000.0, 424743000.0]","[9130000.0, 29390000.0, 3015000.0, 39675000.0, 25837000.0]","[0.31, 0.1, 1.37, 0.89]","[0.4160280337318403, 0.13500802254802924, 0.47680184897079947, 0.07561188700507748]","[2.2190580503833517, -0.8974140864239537, 12.159203980099502, -0.3487838689350977]","[-0.6774193548387096, 12.700000000000001, -0.35036496350364965]","[0.0, 0.0, 2.0082962718992157e-05]",[],"[8.123563218390805, 13.870429534966275, 7.242974492001729, 7.442875481386393, 7.996838385716942]",5,5,0,0,0,0,3,0,5,0,0,0,0,0,5,0,5,0,0,5,5
SUPREME.NS,,89.57,353.5366144,36.19047619,3535366144,89.57,1.77,-0.085447494,,,-7.6908197,0.15698,0.21631001,1.015,1426.948454,,,,,662293000,-0.046488475,104952000,-0.065997217,1.419646839,50.60452,,1.3933916,52.627,-0.824,,358136,58.21,0,"[1601000.0, 1657000.0, 196735000.0, 231828000.0, 232073000.0]","[592000.0, -16934000.0, 43166000.0, 40964000.0, 37756000.0]","[0.02, 1.13, 1.1, 1.02]","[0.034978138663335434, 117.72963186481593, 0.17837700460009653, 0.001056817985747971]","[-29.60472972972973, -3.549072871146805, -0.05101237084742627, -0.07831266477883014]","[55.49999999999999, -0.0265486725663715, -0.07272727272727275]","[0.010152752585462253, 0.010412080487867527, 0.01051194305060595]",[],"[36.30434782608695, -547.448275862069, 2373.318181818182, 2170.086956521739, 2268.086956521739]",5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,5,3
TICL.NS,,31.1,482.0499968,36.19047619,4820499968,31.1,3.62,,,,0.028959999,0.63108003,0.46130002,111.574,39.48366013,,,,,848600000,-0.053472922,559800000,,,8.591161,,1.5876256,30.363,0.402,,1363721,89.36,-4.96,"[117400000.0, 497300000.0, 150700000.0, 123400000.0, 77200000.0]","[11000000.0, 528400000.0, 17700000.0, 2800000.0, 9900000.0]","[0.07, 0.11, 0.02, 0.06]","[3.235945485519591, -0.6969636034586768, -0.18115461181154613, -0.37439222042139386]","[47.03636363636364, -0.9665026495079485, -0.8418079096045198, 2.5357142857142856]","[0.5714285714285714, -0.8181818181818181, 2.0]","[1.115810276679842, 1.3399638336347197, 1.349141587558069]",[],"[8.333333333333334, 310.6666666666667, 2.863157894736842, 2.6470588235294117, 5.304347826086956]",5,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,3,0,5,5,0
ACCURACY.NS,,6.73,101.32688,34.28571429,1013268800,6.73,0.18,-0.363501303,,,0.01674,0.00286,0.04486,112.235,1.575841751,,,,,9460630000,0.046931828,46520000,-0.364200214,-7.760196727,37.38889,,0.8602838,7.949,-0.451,,178081,63.69,0,"[1616890000.0, 2365000000.0, 2542380000.0, 2531540000.0, 2021710000.0]","[4090000.0, 7710000.0, 9710000.0, 4350000.0, 24750000.0]","[0.03, 0.06, 0.03, 0.16]","[0.4626845363630179, 0.07500211416490488, -0.004263721394913378, -0.20139124801504227]","[0.8850855745721271, 0.25940337224383914, -0.5520082389289392, 4.689655172413793]","[1.0, -0.5, 4.333333333333334]","[1.1223455778257954, 0.9615688250608886, 0.9891937969811516]",[],"[1.2037037037037037, 1.3410321183688199, 1.44596698847711, 1.291949563530553, 2.26951871657754]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,5,5,3
ANMOL.NS,,15.09,88.1361344,34.28571429,881361344,15.09,1.54,-0.255450858,,,0.01732,0.00655,0.01756,204.345,2.71006733,,,,,12741116000,0.063716456,69877000,-0.234129076,-3.674546435,9.798701,,0.8023609,8.644,0.196,,40288,50.2,0,"[5773600000.0, 3140816000.0, 2533200000.0, 1857800000.0, 5209300000.0]","[57200000.0, 15977000.0, 3800000.0, 10100000.0, 40000000.0]","[1.01, 0.07, 1.01, 0.7]","[-0.45600387972841905, -0.19345800581759642, -0.26661929575240806, 1.8040155022069113]","[-0.7206818181818182, -0.7621581022720161, 1.6578947368421053, 2.9603960396039604]","[-0.9306930693069306, 13.428571428571427, -0.306930693069307]","[2.04348287297753, 1.587232015245355, 0.850591550756491]",[],"[2.5644171779141103, -0.65474021394146, 1.1220095693779903, 1.3571428571428572, 2.2076749435665914]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,5,0,5,3
ARENTERP.NS,,47,14.8033456,34.28571429,148033456,47,0.27,-0.244463682,,,0.3725,0.12917,0.1347,,,,,,,15728080,0.533601327,2349570,-0.245824132,-0.460688757,174.07407,,0.6664209,,,,1846,63.66,0,"[3012000.0, 712080.0, 0.0, 3798000.0, 11218000.0]","[2424000.0, -2856430.0, -827000.0, 2101000.0, 3932000.0]","[0.78, -0.27, 0.68, 1.27]","[-0.763585657370518, -1.0, inf, 1.953659820958399]","[-2.1783952145214522, -0.7104777642021685, -3.540507859733978, 0.8714897667777248]","[-1.3461538461538463, -3.5185185185185186, 0.8676470588235292]","[0.0, 0.0, 0.023316693297439305]",[],[],5,5,0,0,0,5,3,0,0,0,0,5,0,0,0,0,5,0,0,5,3
HBSL.NS,,83.29,60.9625152,34.28571429,609625152,83.29,-15.41,,,,0.88234,0,1.64069,15.389,-16.00266179,,,,,84716000,0.070984286,-120138000,,,,,0.66052324,-3.721,1.196,1.17,93661,53.22,0,"[22192000.0, 77274000.0, -112880000.0, 11371000.0, 43239000.0]","[74559000.0, -71416000.0, -114388000.0, 1270000.0, 64451000.0]","[10.45, -16.03, 0.18, 9.03]","[2.4820656092285507, -2.4607759401609854, -1.1007352941176471, 2.8025679359774864]","[-1.9578454646655667, 0.6017139016466899, -1.0111025632059307, 49.7488188976378]","[-2.533971291866029, -1.0112289457267623, 49.166666666666664]","[0.15388649393360296, 0.006739347527434634, 0.011347898781514399]",[],"[27.620390455531453, -14.15492671009772, -245.69744597249507, 25.273972602739725, 305.61073825503354]",5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,3,5,3
JETFREIGHT.NS,,12.94,60.3273024,34.28571429,603273024,12.94,0.96,-0.318579778,,,0.02113,0.010720001,0.0511,100.425,1.993045744,,,,,4437557000,-0.012988035,37505000,0.080359096,-6.187163309,13.479167,,0.97110695,8.064,-0.297,,34343,50.92,0,"[1197228000.0, 1145344000.0, 944717000.0, 874686000.0, 1472811000.0]","[17764000.0, 3386000.0, 17522000.0, 5949000.0, 10776000.0]","[0.38, 0.38, 0.13, 0.23]","[-0.043336774616029694, -0.17516746060572197, -0.07412907780848654, 0.6838168211220941]","[-0.8093897770772349, 4.174837566450089, -0.6604839630179203, 0.8113968734241048]","[0.0, -0.6578947368421053, 0.7692307692307692]","[1.0009510540720008, 0.9515016447420898, 0.9184964106339899]",[],"[2.443763277693475, 1.5735529773732453, 2.5139078110808355, 1.7298817877236234, 2.0974977841412694]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,5,0,5,3
KAMOPAINTS.NS,,8.26,263.9592704,34.28571429,2639592704,8.26,1.03,,,,0.03875,0.02268,0.43655,16.271,4.131098494,,,,,2661048000,,66615000,,,8.019418,,1.5658768,17.53,1.26,,561991,50.33,0,"[502389000.0, 827646000.0, 740470000.0, 548363000.0, 544569000.0]","[8729000.0, 18850000.0, 19876000.0, 11948000.0, 15942000.0]","[0.03, 0.06, 0.04, 0.05]","[0.6474206242572986, -0.10533005657007943, -0.2594392750550326, -0.006918774607331257]","[1.1594684385382061, 0.05442970822281157, -0.3988730126786074, 0.33428188818212257]","[1.0, -0.33333333333333326, 0.25]","[0.16271403750741023, 0.13686488981990616, 0.1291928693217296]",[],"[2.6024584970219236, 4.614225831805083, 4.708424807903403, 2.8296597987541925, 4.6143578056324275]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,5,5,3
